[Step4] SAVE_ROOT=/scratch-shared/tc1proj005/folds FOLDS=[4] MODELS=['llama'] SAVE_LASTTOK=False TOPK=0
[Step4] Loaded data/fold_data/fold_4_train.csv rows=203657 cols=17
[Step4] Loaded data/fold_data/fold_4_val.csv rows=11495 cols=9
[Step4] Loading llama fold 4 from LoRA /scratch-shared/tc1proj005/folds/llama_fold_4_lora + base /scratch-shared/tc1proj005/post_pretrain_llama3-8b_merged
[Step4][Info] Tokenizer source for llama fold 4: /scratch-shared/tc1proj005/folds/llama_fold_4_lora
[Step4][Progress] RespA fold batch 968/15365 (5.38 ex/s) elapsed=3.0m
[Step4][Progress] RespA fold batch 1008/15365 (5.42 ex/s) elapsed=3.1m
[Step4][Progress] RespA fold batch 1048/15365 (5.40 ex/s) elapsed=3.2m
[Step4][Progress] RespA fold batch 1088/15365 (5.33 ex/s) elapsed=3.4m
[Step4][Progress] RespA fold batch 1128/15365 (5.34 ex/s) elapsed=3.5m
[Step4][Progress] RespA fold batch 1168/15365 (5.34 ex/s) elapsed=3.6m
[Step4][Progress] RespA fold batch 1208/15365 (5.37 ex/s) elapsed=3.7m
[Step4][Progress] RespA fold batch 1248/15365 (5.34 ex/s) elapsed=3.9m
[Step4][Progress] RespA fold batch 1288/15365 (5.35 ex/s) elapsed=4.0m
[Step4][Progress] RespA fold batch 1328/15365 (5.32 ex/s) elapsed=4.2m
[Step4][Progress] RespA fold batch 1368/15365 (5.33 ex/s) elapsed=4.3m
[Step4][Progress] RespA fold batch 1408/15365 (5.34 ex/s) elapsed=4.4m
[Step4][Progress] RespA fold batch 1448/15365 (5.31 ex/s) elapsed=4.5m
[Step4][Progress] RespA fold batch 1488/15365 (5.34 ex/s) elapsed=4.6m
[Step4][Progress] RespA fold batch 1528/15365 (5.33 ex/s) elapsed=4.8m
[Step4][Progress] RespA fold batch 1568/15365 (5.30 ex/s) elapsed=4.9m
[Step4][Progress] RespA fold batch 1608/15365 (5.32 ex/s) elapsed=5.0m
[Step4][Progress] RespA fold batch 1648/15365 (5.31 ex/s) elapsed=5.2m
[Step4][Progress] RespA fold batch 1688/15365 (5.28 ex/s) elapsed=5.3m
[Step4][Progress] RespA fold batch 1728/15365 (5.26 ex/s) elapsed=5.5m
[Step4][Progress] RespA fold batch 1768/15365 (5.28 ex/s) elapsed=5.6m
[Step4][Progress] RespA fold batch 1808/15365 (5.25 ex/s) elapsed=5.7m
[Step4][Progress] RespA fold batch 1848/15365 (5.25 ex/s) elapsed=5.9m
[Step4][Progress] RespA fold batch 1888/15365 (5.24 ex/s) elapsed=6.0m
[Step4][Progress] RespA fold batch 1928/15365 (5.23 ex/s) elapsed=6.1m
[Step4][Progress] RespA fold batch 1968/15365 (5.19 ex/s) elapsed=6.3m
[Step4][Progress] RespA fold batch 2008/15365 (5.18 ex/s) elapsed=6.5m
[Step4][Progress] RespA fold batch 2048/15365 (5.20 ex/s) elapsed=6.6m
[Step4][Progress] RespA fold batch 2088/15365 (5.21 ex/s) elapsed=6.7m
[Step4][Progress] RespA fold batch 2128/15365 (5.20 ex/s) elapsed=6.8m
[Step4][Progress] RespA fold batch 2168/15365 (5.21 ex/s) elapsed=6.9m
[Step4][Progress] RespA fold batch 2208/15365 (5.22 ex/s) elapsed=7.0m
[Step4][Progress] RespA fold batch 2248/15365 (5.23 ex/s) elapsed=7.2m
[Step4][Progress] RespA fold batch 2288/15365 (5.26 ex/s) elapsed=7.2m
[Step4][Progress] RespA fold batch 2328/15365 (5.26 ex/s) elapsed=7.4m
[Step4][Progress] RespA fold batch 2368/15365 (5.23 ex/s) elapsed=7.5m
[Step4][Progress] RespA fold batch 2408/15365 (5.23 ex/s) elapsed=7.7m
[Step4][Progress] RespA fold batch 2448/15365 (5.23 ex/s) elapsed=7.8m
[Step4][Progress] RespA fold batch 2488/15365 (5.24 ex/s) elapsed=7.9m
[Step4][Progress] RespA fold batch 2528/15365 (5.26 ex/s) elapsed=8.0m
[Step4][Progress] RespA fold batch 2568/15365 (5.25 ex/s) elapsed=8.1m
[Step4][Progress] RespA fold batch 2608/15365 (5.25 ex/s) elapsed=8.3m
[Step4][Progress] RespA fold batch 2648/15365 (5.28 ex/s) elapsed=8.4m
[Step4][Progress] RespA fold batch 2688/15365 (5.29 ex/s) elapsed=8.5m
[Step4][Progress] RespA fold batch 2728/15365 (5.28 ex/s) elapsed=8.6m
[Step4][Progress] RespA fold batch 2768/15365 (5.30 ex/s) elapsed=8.7m
[Step4][Progress] RespA fold batch 2808/15365 (5.31 ex/s) elapsed=8.8m
[Step4][Progress] RespA fold batch 2848/15365 (5.31 ex/s) elapsed=8.9m
[Step4][Progress] RespA fold batch 2888/15365 (5.32 ex/s) elapsed=9.1m
[Step4][Progress] RespA fold batch 2928/15365 (5.34 ex/s) elapsed=9.1m
[Step4][Progress] RespA fold batch 2968/15365 (5.33 ex/s) elapsed=9.3m
[Step4][Progress] RespA fold batch 3008/15365 (5.34 ex/s) elapsed=9.4m
[Step4][Progress] RespA fold batch 3048/15365 (5.35 ex/s) elapsed=9.5m
[Step4][Progress] RespA fold batch 3088/15365 (5.35 ex/s) elapsed=9.6m
[Step4][Progress] RespA fold batch 3128/15365 (5.36 ex/s) elapsed=9.7m
[Step4][Progress] RespA fold batch 3168/15365 (5.38 ex/s) elapsed=9.8m
[Step4][Progress] RespA fold batch 3208/15365 (5.40 ex/s) elapsed=9.9m
[Step4][Progress] RespA fold batch 3248/15365 (5.40 ex/s) elapsed=10.0m
[Step4][Progress] RespA fold batch 3288/15365 (5.38 ex/s) elapsed=10.2m
[Step4][Progress] RespA fold batch 3328/15365 (5.37 ex/s) elapsed=10.3m
[Step4][Progress] RespA fold batch 3368/15365 (5.36 ex/s) elapsed=10.5m
[Step4][Progress] RespA fold batch 3408/15365 (5.34 ex/s) elapsed=10.6m
[Step4][Progress] RespA fold batch 3448/15365 (5.34 ex/s) elapsed=10.8m
[Step4][Progress] RespA fold batch 3488/15365 (5.35 ex/s) elapsed=10.9m
[Step4][Progress] RespA fold batch 3528/15365 (5.34 ex/s) elapsed=11.0m
[Step4][Progress] RespA fold batch 3568/15365 (5.34 ex/s) elapsed=11.1m
[Step4][Progress] RespA fold batch 3608/15365 (5.34 ex/s) elapsed=11.3m
[Step4][Progress] RespA fold batch 3648/15365 (5.34 ex/s) elapsed=11.4m
[Step4][Progress] RespA fold batch 3688/15365 (5.34 ex/s) elapsed=11.5m
[Step4][Progress] RespA fold batch 3728/15365 (5.34 ex/s) elapsed=11.6m
[Step4][Progress] RespA fold batch 3768/15365 (5.36 ex/s) elapsed=11.7m
[Step4][Progress] RespA fold batch 3808/15365 (5.36 ex/s) elapsed=11.8m
[Step4][Progress] RespA fold batch 3848/15365 (5.37 ex/s) elapsed=11.9m
[Step4][Progress] RespA fold batch 3888/15365 (5.38 ex/s) elapsed=12.0m
[Step4][Progress] RespA fold batch 3928/15365 (5.36 ex/s) elapsed=12.2m
[Step4][Progress] RespA fold batch 3968/15365 (5.38 ex/s) elapsed=12.3m
[Step4][Progress] RespA fold batch 4008/15365 (5.38 ex/s) elapsed=12.4m
[Step4][Progress] RespA fold batch 4048/15365 (5.38 ex/s) elapsed=12.5m
[Step4][Progress] RespA fold batch 4088/15365 (5.38 ex/s) elapsed=12.7m
[Step4][Progress] RespA fold batch 4128/15365 (5.38 ex/s) elapsed=12.8m
[Step4][Progress] RespA fold batch 4168/15365 (5.38 ex/s) elapsed=12.9m
[Step4][Progress] RespA fold batch 4208/15365 (5.39 ex/s) elapsed=13.0m
[Step4][Progress] RespA fold batch 4248/15365 (5.39 ex/s) elapsed=13.1m
[Step4][Progress] RespA fold batch 4288/15365 (5.40 ex/s) elapsed=13.2m
[Step4][Progress] RespA fold batch 4328/15365 (5.39 ex/s) elapsed=13.4m
[Step4][Progress] RespA fold batch 4368/15365 (5.39 ex/s) elapsed=13.5m
[Step4][Progress] RespA fold batch 4408/15365 (5.38 ex/s) elapsed=13.7m
[Step4][Progress] RespA fold batch 4448/15365 (5.37 ex/s) elapsed=13.8m
[Step4][Progress] RespA fold batch 4488/15365 (5.36 ex/s) elapsed=14.0m
[Step4][Progress] RespA fold batch 4528/15365 (5.36 ex/s) elapsed=14.1m
[Step4][Progress] RespA fold batch 4568/15365 (5.35 ex/s) elapsed=14.2m
[Step4][Progress] RespA fold batch 4608/15365 (5.34 ex/s) elapsed=14.4m
[Step4][Progress] RespA fold batch 4648/15365 (5.36 ex/s) elapsed=14.5m
[Step4][Progress] RespA fold batch 4688/15365 (5.35 ex/s) elapsed=14.6m
[Step4][Progress] RespA fold batch 4728/15365 (5.34 ex/s) elapsed=14.7m
[Step4][Progress] RespA fold batch 4768/15365 (5.35 ex/s) elapsed=14.8m
[Step4][Progress] RespA fold batch 4808/15365 (5.36 ex/s) elapsed=15.0m
[Step4][Progress] RespA fold batch 4848/15365 (5.36 ex/s) elapsed=15.1m
[Step4][Progress] RespA fold batch 4888/15365 (5.36 ex/s) elapsed=15.2m
[Step4][Progress] RespA fold batch 4928/15365 (5.36 ex/s) elapsed=15.3m
[Step4][Progress] RespA fold batch 4968/15365 (5.35 ex/s) elapsed=15.5m
[Step4][Progress] RespA fold batch 5008/15365 (5.36 ex/s) elapsed=15.6m
[Step4][Progress] RespA fold batch 5048/15365 (5.37 ex/s) elapsed=15.7m
[Step4][Progress] RespA fold batch 5088/15365 (5.37 ex/s) elapsed=15.8m
[Step4][Progress] RespA fold batch 5128/15365 (5.37 ex/s) elapsed=15.9m
[Step4][Progress] RespA fold batch 5168/15365 (5.37 ex/s) elapsed=16.0m
[Step4][Progress] RespA fold batch 5208/15365 (5.36 ex/s) elapsed=16.2m
[Step4][Progress] RespA fold batch 5248/15365 (5.36 ex/s) elapsed=16.3m
[Step4][Progress] RespA fold batch 5288/15365 (5.37 ex/s) elapsed=16.4m
[Step4][Progress] RespA fold batch 5328/15365 (5.37 ex/s) elapsed=16.5m
[Step4][Progress] RespA fold batch 5368/15365 (5.36 ex/s) elapsed=16.7m
[Step4][Progress] RespA fold batch 5408/15365 (5.37 ex/s) elapsed=16.8m
[Step4][Progress] RespA fold batch 5448/15365 (5.37 ex/s) elapsed=16.9m
[Step4][Progress] RespA fold batch 5488/15365 (5.37 ex/s) elapsed=17.0m
[Step4][Progress] RespA fold batch 5528/15365 (5.37 ex/s) elapsed=17.1m
[Step4][Progress] RespA fold batch 5568/15365 (5.38 ex/s) elapsed=17.2m
[Step4][Progress] RespA fold batch 5608/15365 (5.39 ex/s) elapsed=17.4m
[Step4][Progress] RespA fold batch 5648/15365 (5.38 ex/s) elapsed=17.5m
[Step4][Progress] RespA fold batch 5688/15365 (5.37 ex/s) elapsed=17.6m
[Step4][Progress] RespA fold batch 5728/15365 (5.37 ex/s) elapsed=17.8m
[Step4][Progress] RespA fold batch 5768/15365 (5.36 ex/s) elapsed=17.9m
[Step4][Progress] RespA fold batch 5808/15365 (5.36 ex/s) elapsed=18.1m
[Step4][Progress] RespA fold batch 5848/15365 (5.35 ex/s) elapsed=18.2m
[Step4][Progress] RespA fold batch 5888/15365 (5.35 ex/s) elapsed=18.3m
[Step4][Progress] RespA fold batch 5928/15365 (5.35 ex/s) elapsed=18.5m
[Step4][Progress] RespA fold batch 5968/15365 (5.35 ex/s) elapsed=18.6m
[Step4][Progress] RespA fold batch 6008/15365 (5.36 ex/s) elapsed=18.7m
[Step4][Progress] RespA fold batch 6048/15365 (5.36 ex/s) elapsed=18.8m
[Step4][Progress] RespA fold batch 6088/15365 (5.36 ex/s) elapsed=18.9m
[Step4][Progress] RespA fold batch 6128/15365 (5.35 ex/s) elapsed=19.1m
[Step4][Progress] RespA fold batch 6168/15365 (5.35 ex/s) elapsed=19.2m
[Step4][Progress] RespA fold batch 6208/15365 (5.34 ex/s) elapsed=19.4m
[Step4][Progress] RespA fold batch 6248/15365 (5.32 ex/s) elapsed=19.6m
[Step4][Progress] RespA fold batch 6288/15365 (5.31 ex/s) elapsed=19.7m
[Step4][Progress] RespA fold batch 6328/15365 (5.31 ex/s) elapsed=19.9m
[Step4][Progress] RespA fold batch 6368/15365 (5.30 ex/s) elapsed=20.0m
[Step4][Progress] RespA fold batch 6408/15365 (5.31 ex/s) elapsed=20.1m
[Step4][Progress] RespA fold batch 6448/15365 (5.31 ex/s) elapsed=20.2m
[Step4][Progress] RespA fold batch 6488/15365 (5.30 ex/s) elapsed=20.4m
[Step4][Progress] RespA fold batch 6528/15365 (5.30 ex/s) elapsed=20.5m
[Step4][Progress] RespA fold batch 6568/15365 (5.28 ex/s) elapsed=20.7m
[Step4][Progress] RespA fold batch 6608/15365 (5.28 ex/s) elapsed=20.8m
[Step4][Progress] RespA fold batch 6648/15365 (5.29 ex/s) elapsed=21.0m
[Step4][Progress] RespA fold batch 6688/15365 (5.28 ex/s) elapsed=21.1m
[Step4][Progress] RespA fold batch 6728/15365 (5.28 ex/s) elapsed=21.2m
[Step4][Progress] RespA fold batch 6768/15365 (5.28 ex/s) elapsed=21.4m
[Step4][Progress] RespA fold batch 6808/15365 (5.28 ex/s) elapsed=21.5m
[Step4][Progress] RespA fold batch 6848/15365 (5.27 ex/s) elapsed=21.6m
[Step4][Progress] RespA fold batch 6888/15365 (5.28 ex/s) elapsed=21.8m
[Step4][Progress] RespA fold batch 6928/15365 (5.27 ex/s) elapsed=21.9m
[Step4][Progress] RespA fold batch 6968/15365 (5.27 ex/s) elapsed=22.0m
[Step4][Progress] RespA fold batch 7008/15365 (5.26 ex/s) elapsed=22.2m
[Step4][Progress] RespA fold batch 7048/15365 (5.26 ex/s) elapsed=22.3m
[Step4][Progress] RespA fold batch 7088/15365 (5.27 ex/s) elapsed=22.4m
[Step4][Progress] RespA fold batch 7128/15365 (5.27 ex/s) elapsed=22.5m
[Step4][Progress] RespA fold batch 7168/15365 (5.27 ex/s) elapsed=22.7m
[Step4][Progress] RespA fold batch 7208/15365 (5.27 ex/s) elapsed=22.8m
[Step4][Progress] RespA fold batch 7248/15365 (5.29 ex/s) elapsed=22.9m
[Step4][Progress] RespA fold batch 7288/15365 (5.29 ex/s) elapsed=23.0m
[Step4][Progress] RespA fold batch 7328/15365 (5.30 ex/s) elapsed=23.1m
[Step4][Progress] RespA fold batch 7368/15365 (5.29 ex/s) elapsed=23.2m
[Step4][Progress] RespA fold batch 7408/15365 (5.30 ex/s) elapsed=23.3m
[Step4][Progress] RespA fold batch 7448/15365 (5.31 ex/s) elapsed=23.4m
[Step4][Progress] RespA fold batch 7488/15365 (5.30 ex/s) elapsed=23.5m
[Step4][Progress] RespA fold batch 7528/15365 (5.30 ex/s) elapsed=23.7m
[Step4][Progress] RespA fold batch 7568/15365 (5.29 ex/s) elapsed=23.8m
[Step4][Progress] RespA fold batch 7608/15365 (5.29 ex/s) elapsed=24.0m
[Step4][Progress] RespA fold batch 7648/15365 (5.30 ex/s) elapsed=24.1m
[Step4][Progress] RespA fold batch 7688/15365 (5.28 ex/s) elapsed=24.3m
[Step4][Progress] RespA fold batch 7728/15365 (5.28 ex/s) elapsed=24.4m
[Step4][Progress] RespA fold batch 7768/15365 (5.29 ex/s) elapsed=24.5m
[Step4][Progress] RespA fold batch 7808/15365 (5.28 ex/s) elapsed=24.6m
[Step4][Progress] RespA fold batch 7848/15365 (5.29 ex/s) elapsed=24.7m
[Step4][Progress] RespA fold batch 7888/15365 (5.28 ex/s) elapsed=24.9m
[Step4][Progress] RespA fold batch 7928/15365 (5.27 ex/s) elapsed=25.1m
[Step4][Progress] RespA fold batch 7968/15365 (5.28 ex/s) elapsed=25.2m
[Step4][Progress] RespA fold batch 8008/15365 (5.27 ex/s) elapsed=25.3m
[Step4][Progress] RespA fold batch 8048/15365 (5.27 ex/s) elapsed=25.5m
[Step4][Progress] RespA fold batch 8088/15365 (5.27 ex/s) elapsed=25.6m
[Step4][Progress] RespA fold batch 8128/15365 (5.27 ex/s) elapsed=25.7m
[Step4][Progress] RespA fold batch 8168/15365 (5.27 ex/s) elapsed=25.8m
[Step4][Progress] RespA fold batch 8208/15365 (5.27 ex/s) elapsed=25.9m
[Step4][Progress] RespA fold batch 8248/15365 (5.27 ex/s) elapsed=26.1m
[Step4][Progress] RespA fold batch 8288/15365 (5.27 ex/s) elapsed=26.2m
[Step4][Progress] RespA fold batch 8328/15365 (5.27 ex/s) elapsed=26.4m
[Step4][Progress] RespA fold batch 8368/15365 (5.26 ex/s) elapsed=26.5m
[Step4][Progress] RespA fold batch 8408/15365 (5.25 ex/s) elapsed=26.7m
[Step4][Progress] RespA fold batch 8448/15365 (5.25 ex/s) elapsed=26.8m
[Step4][Progress] RespA fold batch 8488/15365 (5.26 ex/s) elapsed=26.9m
[Step4][Progress] RespA fold batch 8528/15365 (5.25 ex/s) elapsed=27.1m
[Step4][Progress] RespA fold batch 8568/15365 (5.25 ex/s) elapsed=27.2m
[Step4][Progress] RespA fold batch 8608/15365 (5.26 ex/s) elapsed=27.3m
[Step4][Progress] RespA fold batch 8648/15365 (5.25 ex/s) elapsed=27.5m
[Step4][Progress] RespA fold batch 8688/15365 (5.24 ex/s) elapsed=27.6m
[Step4][Progress] RespA fold batch 8728/15365 (5.24 ex/s) elapsed=27.8m
[Step4][Progress] RespA fold batch 8768/15365 (5.25 ex/s) elapsed=27.8m
[Step4][Progress] RespA fold batch 8808/15365 (5.26 ex/s) elapsed=27.9m
[Step4][Progress] RespA fold batch 8848/15365 (5.26 ex/s) elapsed=28.1m
[Step4][Progress] RespA fold batch 8888/15365 (5.25 ex/s) elapsed=28.2m
[Step4][Progress] RespA fold batch 8928/15365 (5.25 ex/s) elapsed=28.4m
[Step4][Progress] RespA fold batch 8968/15365 (5.25 ex/s) elapsed=28.5m
[Step4][Progress] RespA fold batch 9008/15365 (5.25 ex/s) elapsed=28.6m
[Step4][Progress] RespA fold batch 9048/15365 (5.25 ex/s) elapsed=28.7m
[Step4][Progress] RespA fold batch 9088/15365 (5.24 ex/s) elapsed=28.9m
[Step4][Progress] RespA fold batch 9128/15365 (5.24 ex/s) elapsed=29.1m
[Step4][Progress] RespA fold batch 9168/15365 (5.23 ex/s) elapsed=29.2m
[Step4][Progress] RespA fold batch 9208/15365 (5.23 ex/s) elapsed=29.3m
[Step4][Progress] RespA fold batch 9248/15365 (5.23 ex/s) elapsed=29.5m
[Step4][Progress] RespA fold batch 9288/15365 (5.24 ex/s) elapsed=29.6m
[Step4][Progress] RespA fold batch 9328/15365 (5.24 ex/s) elapsed=29.7m
[Step4][Progress] RespA fold batch 9368/15365 (5.25 ex/s) elapsed=29.8m
[Step4][Progress] RespA fold batch 9408/15365 (5.25 ex/s) elapsed=29.9m
[Step4][Progress] RespA fold batch 9448/15365 (5.25 ex/s) elapsed=30.0m
[Step4][Progress] RespA fold batch 9488/15365 (5.25 ex/s) elapsed=30.1m
[Step4][Progress] RespA fold batch 9528/15365 (5.25 ex/s) elapsed=30.2m
[Step4][Progress] RespA fold batch 9568/15365 (5.26 ex/s) elapsed=30.3m
[Step4][Progress] RespA fold batch 9608/15365 (5.27 ex/s) elapsed=30.4m
[Step4][Progress] RespA fold batch 9648/15365 (5.26 ex/s) elapsed=30.6m
[Step4][Progress] RespA fold batch 9688/15365 (5.27 ex/s) elapsed=30.6m
[Step4][Progress] RespA fold batch 9728/15365 (5.27 ex/s) elapsed=30.8m
[Step4][Progress] RespA fold batch 9768/15365 (5.26 ex/s) elapsed=30.9m
[Step4][Progress] RespA fold batch 9808/15365 (5.26 ex/s) elapsed=31.1m
[Step4][Progress] RespA fold batch 9848/15365 (5.26 ex/s) elapsed=31.2m
[Step4][Progress] RespA fold batch 9888/15365 (5.26 ex/s) elapsed=31.3m
[Step4][Progress] RespA fold batch 9928/15365 (5.26 ex/s) elapsed=31.4m
[Step4][Progress] RespA fold batch 9968/15365 (5.26 ex/s) elapsed=31.6m
[Step4][Progress] RespA fold batch 10008/15365 (5.27 ex/s) elapsed=31.7m
[Step4][Progress] RespA fold batch 10048/15365 (5.27 ex/s) elapsed=31.8m
[Step4][Progress] RespA fold batch 10088/15365 (5.26 ex/s) elapsed=32.0m
[Step4][Progress] RespA fold batch 10128/15365 (5.26 ex/s) elapsed=32.1m
[Step4][Progress] RespA fold batch 10168/15365 (5.25 ex/s) elapsed=32.3m
[Step4][Progress] RespA fold batch 10208/15365 (5.26 ex/s) elapsed=32.4m
[Step4][Progress] RespA fold batch 10248/15365 (5.25 ex/s) elapsed=32.5m
[Step4][Progress] RespA fold batch 10288/15365 (5.25 ex/s) elapsed=32.7m
[Step4][Progress] RespA fold batch 10328/15365 (5.25 ex/s) elapsed=32.8m
[Step4][Progress] RespA fold batch 10368/15365 (5.24 ex/s) elapsed=32.9m
[Step4][Progress] RespA fold batch 10408/15365 (5.25 ex/s) elapsed=33.1m
[Step4][Progress] RespA fold batch 10448/15365 (5.25 ex/s) elapsed=33.2m
[Step4][Progress] RespA fold batch 10488/15365 (5.25 ex/s) elapsed=33.3m
[Step4][Progress] RespA fold batch 10528/15365 (5.24 ex/s) elapsed=33.5m
[Step4][Progress] RespA fold batch 10568/15365 (5.24 ex/s) elapsed=33.6m
[Step4][Progress] RespA fold batch 10608/15365 (5.24 ex/s) elapsed=33.8m
[Step4][Progress] RespA fold batch 10648/15365 (5.24 ex/s) elapsed=33.9m
[Step4][Progress] RespA fold batch 10688/15365 (5.23 ex/s) elapsed=34.0m
[Step4][Progress] RespA fold batch 10728/15365 (5.24 ex/s) elapsed=34.1m
[Step4][Progress] RespA fold batch 10768/15365 (5.24 ex/s) elapsed=34.2m
[Step4][Progress] RespA fold batch 10808/15365 (5.24 ex/s) elapsed=34.4m
[Step4][Progress] RespA fold batch 10848/15365 (5.24 ex/s) elapsed=34.5m
[Step4][Progress] RespA fold batch 10888/15365 (5.23 ex/s) elapsed=34.7m
[Step4][Progress] RespA fold batch 10928/15365 (5.23 ex/s) elapsed=34.8m
[Step4][Progress] RespA fold batch 10968/15365 (5.23 ex/s) elapsed=34.9m
[Step4][Progress] RespA fold batch 11008/15365 (5.23 ex/s) elapsed=35.1m
[Step4][Progress] RespA fold batch 11048/15365 (5.23 ex/s) elapsed=35.2m
[Step4][Progress] RespA fold batch 11088/15365 (5.23 ex/s) elapsed=35.3m
[Step4][Progress] RespA fold batch 11128/15365 (5.24 ex/s) elapsed=35.4m
[Step4][Progress] RespA fold batch 11168/15365 (5.24 ex/s) elapsed=35.5m
[Step4][Progress] RespA fold batch 11208/15365 (5.24 ex/s) elapsed=35.6m
[Step4][Progress] RespA fold batch 11248/15365 (5.24 ex/s) elapsed=35.8m
[Step4][Progress] RespA fold batch 11288/15365 (5.24 ex/s) elapsed=35.9m
[Step4][Progress] RespA fold batch 11328/15365 (5.24 ex/s) elapsed=36.0m
[Step4][Progress] RespA fold batch 11368/15365 (5.24 ex/s) elapsed=36.1m
[Step4][Progress] RespA fold batch 11408/15365 (5.24 ex/s) elapsed=36.3m
[Step4][Progress] RespA fold batch 11448/15365 (5.25 ex/s) elapsed=36.4m
[Step4][Progress] RespA fold batch 11488/15365 (5.24 ex/s) elapsed=36.5m
[Step4][Progress] RespA fold batch 11528/15365 (5.24 ex/s) elapsed=36.7m
[Step4][Progress] RespA fold batch 11568/15365 (5.24 ex/s) elapsed=36.8m
[Step4][Progress] RespA fold batch 11608/15365 (5.24 ex/s) elapsed=36.9m
[Step4][Progress] RespA fold batch 11648/15365 (5.25 ex/s) elapsed=37.0m
[Step4][Progress] RespA fold batch 11688/15365 (5.25 ex/s) elapsed=37.1m
[Step4][Progress] RespA fold batch 11728/15365 (5.26 ex/s) elapsed=37.2m
[Step4][Progress] RespA fold batch 11768/15365 (5.26 ex/s) elapsed=37.3m
[Step4][Progress] RespA fold batch 11808/15365 (5.26 ex/s) elapsed=37.4m
[Step4][Progress] RespA fold batch 11848/15365 (5.25 ex/s) elapsed=37.6m
[Step4][Progress] RespA fold batch 11888/15365 (5.25 ex/s) elapsed=37.7m
[Step4][Progress] RespA fold batch 11928/15365 (5.25 ex/s) elapsed=37.9m
[Step4][Progress] RespA fold batch 11968/15365 (5.25 ex/s) elapsed=38.0m
[Step4][Progress] RespA fold batch 12008/15365 (5.25 ex/s) elapsed=38.2m
[Step4][Progress] RespA fold batch 12048/15365 (5.25 ex/s) elapsed=38.2m
[Step4][Progress] RespA fold batch 12088/15365 (5.25 ex/s) elapsed=38.4m
[Step4][Progress] RespA fold batch 12128/15365 (5.25 ex/s) elapsed=38.5m
[Step4][Progress] RespA fold batch 12168/15365 (5.25 ex/s) elapsed=38.6m
[Step4][Progress] RespA fold batch 12208/15365 (5.24 ex/s) elapsed=38.8m
[Step4][Progress] RespA fold batch 12248/15365 (5.25 ex/s) elapsed=38.9m
[Step4][Progress] RespA fold batch 12288/15365 (5.24 ex/s) elapsed=39.1m
[Step4][Progress] RespA fold batch 12328/15365 (5.24 ex/s) elapsed=39.2m
[Step4][Progress] RespA fold batch 12368/15365 (5.25 ex/s) elapsed=39.3m
[Step4][Progress] RespA fold batch 12408/15365 (5.25 ex/s) elapsed=39.4m
