[Step4] SAVE_ROOT=/scratch-shared/tc1proj005/folds FOLDS=[2] MODELS=['llama'] SAVE_LASTTOK=False TOPK=0
[Step4] Loaded data/fold_data/fold_2_train.csv rows=203657 cols=17
[Step4] Loaded data/fold_data/fold_2_val.csv rows=11495 cols=9
[Step4] Loading llama fold 2 from LoRA /scratch-shared/tc1proj005/folds/llama_fold_2_lora + base /scratch-shared/tc1proj005/post_pretrain_llama3-8b_merged
[Step4][Info] Tokenizer source for llama fold 2: /scratch-shared/tc1proj005/folds/llama_fold_2_lora
[Step4][Progress] RespA fold batch 3128/16989 (5.25 ex/s) elapsed=9.9m
[Step4][Progress] RespA fold batch 3168/16989 (5.25 ex/s) elapsed=10.1m
[Step4][Progress] RespA fold batch 3208/16989 (5.24 ex/s) elapsed=10.2m
[Step4][Progress] RespA fold batch 3248/16989 (5.24 ex/s) elapsed=10.3m
[Step4][Progress] RespA fold batch 3288/16989 (5.23 ex/s) elapsed=10.5m
[Step4][Progress] RespA fold batch 3328/16989 (5.23 ex/s) elapsed=10.6m
[Step4][Progress] RespA fold batch 3368/16989 (5.25 ex/s) elapsed=10.7m
[Step4][Progress] RespA fold batch 3408/16989 (5.23 ex/s) elapsed=10.9m
[Step4][Progress] RespA fold batch 3448/16989 (5.23 ex/s) elapsed=11.0m
[Step4][Progress] RespA fold batch 3488/16989 (5.22 ex/s) elapsed=11.1m
[Step4][Progress] RespA fold batch 3528/16989 (5.22 ex/s) elapsed=11.3m
[Step4][Progress] RespA fold batch 3568/16989 (5.21 ex/s) elapsed=11.4m
[Step4][Progress] RespA fold batch 3608/16989 (5.20 ex/s) elapsed=11.6m
[Step4][Progress] RespA fold batch 3648/16989 (5.21 ex/s) elapsed=11.7m
[Step4][Progress] RespA fold batch 3688/16989 (5.20 ex/s) elapsed=11.8m
[Step4][Progress] RespA fold batch 3728/16989 (5.19 ex/s) elapsed=12.0m
[Step4][Progress] RespA fold batch 3768/16989 (5.18 ex/s) elapsed=12.1m
[Step4][Progress] RespA fold batch 3808/16989 (5.19 ex/s) elapsed=12.2m
[Step4][Progress] RespA fold batch 3848/16989 (5.19 ex/s) elapsed=12.3m
[Step4][Progress] RespA fold batch 3888/16989 (5.20 ex/s) elapsed=12.5m
[Step4][Progress] RespA fold batch 3928/16989 (5.20 ex/s) elapsed=12.6m
[Step4][Progress] RespA fold batch 3968/16989 (5.21 ex/s) elapsed=12.7m
[Step4][Progress] RespA fold batch 4008/16989 (5.22 ex/s) elapsed=12.8m
[Step4][Progress] RespA fold batch 4048/16989 (5.23 ex/s) elapsed=12.9m
[Step4][Progress] RespA fold batch 4088/16989 (5.23 ex/s) elapsed=13.0m
[Step4][Progress] RespA fold batch 4128/16989 (5.22 ex/s) elapsed=13.2m
[Step4][Progress] RespA fold batch 4168/16989 (5.23 ex/s) elapsed=13.3m
[Step4][Progress] RespA fold batch 4208/16989 (5.25 ex/s) elapsed=13.4m
[Step4][Progress] RespA fold batch 4248/16989 (5.25 ex/s) elapsed=13.5m
[Step4][Progress] RespA fold batch 4288/16989 (5.25 ex/s) elapsed=13.6m
[Step4][Progress] RespA fold batch 4328/16989 (5.25 ex/s) elapsed=13.7m
[Step4][Progress] RespA fold batch 4368/16989 (5.25 ex/s) elapsed=13.9m
[Step4][Progress] RespA fold batch 4408/16989 (5.25 ex/s) elapsed=14.0m
[Step4][Progress] RespA fold batch 4448/16989 (5.26 ex/s) elapsed=14.1m
[Step4][Progress] RespA fold batch 4488/16989 (5.25 ex/s) elapsed=14.3m
[Step4][Progress] RespA fold batch 4528/16989 (5.25 ex/s) elapsed=14.4m
[Step4][Progress] RespA fold batch 4568/16989 (5.25 ex/s) elapsed=14.5m
[Step4][Progress] RespA fold batch 4608/16989 (5.25 ex/s) elapsed=14.6m
[Step4][Progress] RespA fold batch 4648/16989 (5.26 ex/s) elapsed=14.7m
[Step4][Progress] RespA fold batch 4688/16989 (5.25 ex/s) elapsed=14.9m
[Step4][Progress] RespA fold batch 4728/16989 (5.26 ex/s) elapsed=15.0m
[Step4][Progress] RespA fold batch 4768/16989 (5.27 ex/s) elapsed=15.1m
[Step4][Progress] RespA fold batch 4808/16989 (5.27 ex/s) elapsed=15.2m
[Step4][Progress] RespA fold batch 4848/16989 (5.28 ex/s) elapsed=15.3m
[Step4][Progress] RespA fold batch 4888/16989 (5.27 ex/s) elapsed=15.5m
[Step4][Progress] RespA fold batch 4928/16989 (5.26 ex/s) elapsed=15.6m
[Step4][Progress] RespA fold batch 4968/16989 (5.26 ex/s) elapsed=15.7m
[Step4][Progress] RespA fold batch 5008/16989 (5.26 ex/s) elapsed=15.9m
[Step4][Progress] RespA fold batch 5048/16989 (5.26 ex/s) elapsed=16.0m
[Step4][Progress] RespA fold batch 5088/16989 (5.25 ex/s) elapsed=16.2m
[Step4][Progress] RespA fold batch 5128/16989 (5.24 ex/s) elapsed=16.3m
[Step4][Progress] RespA fold batch 5168/16989 (5.25 ex/s) elapsed=16.4m
[Step4][Progress] RespA fold batch 5208/16989 (5.26 ex/s) elapsed=16.5m
[Step4][Progress] RespA fold batch 5248/16989 (5.26 ex/s) elapsed=16.6m
[Step4][Progress] RespA fold batch 5288/16989 (5.26 ex/s) elapsed=16.8m
[Step4][Progress] RespA fold batch 5328/16989 (5.25 ex/s) elapsed=16.9m
[Step4][Progress] RespA fold batch 5368/16989 (5.25 ex/s) elapsed=17.0m
[Step4][Progress] RespA fold batch 5408/16989 (5.26 ex/s) elapsed=17.1m
[Step4][Progress] RespA fold batch 5448/16989 (5.25 ex/s) elapsed=17.3m
[Step4][Progress] RespA fold batch 5488/16989 (5.25 ex/s) elapsed=17.4m
[Step4][Progress] RespA fold batch 5528/16989 (5.26 ex/s) elapsed=17.5m
[Step4][Progress] RespA fold batch 5568/16989 (5.26 ex/s) elapsed=17.6m
[Step4][Progress] RespA fold batch 5608/16989 (5.27 ex/s) elapsed=17.7m
[Step4][Progress] RespA fold batch 5648/16989 (5.28 ex/s) elapsed=17.8m
[Step4][Progress] RespA fold batch 5688/16989 (5.27 ex/s) elapsed=18.0m
[Step4][Progress] RespA fold batch 5728/16989 (5.27 ex/s) elapsed=18.1m
[Step4][Progress] RespA fold batch 5768/16989 (5.26 ex/s) elapsed=18.3m
[Step4][Progress] RespA fold batch 5808/16989 (5.25 ex/s) elapsed=18.4m
[Step4][Progress] RespA fold batch 5848/16989 (5.26 ex/s) elapsed=18.5m
[Step4][Progress] RespA fold batch 5888/16989 (5.25 ex/s) elapsed=18.7m
[Step4][Progress] RespA fold batch 5928/16989 (5.26 ex/s) elapsed=18.8m
[Step4][Progress] RespA fold batch 5968/16989 (5.25 ex/s) elapsed=19.0m
[Step4][Progress] RespA fold batch 6008/16989 (5.26 ex/s) elapsed=19.0m
[Step4][Progress] RespA fold batch 6048/16989 (5.26 ex/s) elapsed=19.1m
[Step4][Progress] RespA fold batch 6088/16989 (5.26 ex/s) elapsed=19.3m
[Step4][Progress] RespA fold batch 6128/16989 (5.25 ex/s) elapsed=19.5m
[Step4][Progress] RespA fold batch 6168/16989 (5.25 ex/s) elapsed=19.6m
[Step4][Progress] RespA fold batch 6208/16989 (5.24 ex/s) elapsed=19.7m
[Step4][Progress] RespA fold batch 6248/16989 (5.23 ex/s) elapsed=19.9m
[Step4][Progress] RespA fold batch 6288/16989 (5.22 ex/s) elapsed=20.1m
[Step4][Progress] RespA fold batch 6328/16989 (5.21 ex/s) elapsed=20.2m
[Step4][Progress] RespA fold batch 6368/16989 (5.20 ex/s) elapsed=20.4m
[Step4][Progress] RespA fold batch 6408/16989 (5.21 ex/s) elapsed=20.5m
[Step4][Progress] RespA fold batch 6448/16989 (5.21 ex/s) elapsed=20.6m
[Step4][Progress] RespA fold batch 6488/16989 (5.20 ex/s) elapsed=20.8m
[Step4][Progress] RespA fold batch 6528/16989 (5.19 ex/s) elapsed=21.0m
[Step4][Progress] RespA fold batch 6568/16989 (5.19 ex/s) elapsed=21.1m
[Step4][Progress] RespA fold batch 6608/16989 (5.19 ex/s) elapsed=21.2m
[Step4][Progress] RespA fold batch 6648/16989 (5.19 ex/s) elapsed=21.4m
[Step4][Progress] RespA fold batch 6688/16989 (5.18 ex/s) elapsed=21.5m
[Step4][Progress] RespA fold batch 6728/16989 (5.18 ex/s) elapsed=21.6m
[Step4][Progress] RespA fold batch 6768/16989 (5.18 ex/s) elapsed=21.8m
[Step4][Progress] RespA fold batch 6808/16989 (5.19 ex/s) elapsed=21.9m
[Step4][Progress] RespA fold batch 6848/16989 (5.18 ex/s) elapsed=22.0m
[Step4][Progress] RespA fold batch 6888/16989 (5.18 ex/s) elapsed=22.1m
[Step4][Progress] RespA fold batch 6928/16989 (5.18 ex/s) elapsed=22.3m
[Step4][Progress] RespA fold batch 6968/16989 (5.19 ex/s) elapsed=22.4m
[Step4][Progress] RespA fold batch 7008/16989 (5.18 ex/s) elapsed=22.5m
[Step4][Progress] RespA fold batch 7048/16989 (5.18 ex/s) elapsed=22.7m
[Step4][Progress] RespA fold batch 7088/16989 (5.18 ex/s) elapsed=22.8m
[Step4][Progress] RespA fold batch 7128/16989 (5.18 ex/s) elapsed=22.9m
[Step4][Progress] RespA fold batch 7168/16989 (5.18 ex/s) elapsed=23.1m
[Step4][Progress] RespA fold batch 7208/16989 (5.18 ex/s) elapsed=23.2m
[Step4][Progress] RespA fold batch 7248/16989 (5.19 ex/s) elapsed=23.3m
[Step4][Progress] RespA fold batch 7288/16989 (5.20 ex/s) elapsed=23.4m
[Step4][Progress] RespA fold batch 7328/16989 (5.21 ex/s) elapsed=23.4m
[Step4][Progress] RespA fold batch 7368/16989 (5.20 ex/s) elapsed=23.6m
[Step4][Progress] RespA fold batch 7408/16989 (5.21 ex/s) elapsed=23.7m
[Step4][Progress] RespA fold batch 7448/16989 (5.21 ex/s) elapsed=23.8m
[Step4][Progress] RespA fold batch 7488/16989 (5.20 ex/s) elapsed=24.0m
[Step4][Progress] RespA fold batch 7528/16989 (5.19 ex/s) elapsed=24.2m
[Step4][Progress] RespA fold batch 7568/16989 (5.19 ex/s) elapsed=24.3m
[Step4][Progress] RespA fold batch 7608/16989 (5.19 ex/s) elapsed=24.5m
[Step4][Progress] RespA fold batch 7648/16989 (5.19 ex/s) elapsed=24.6m
[Step4][Progress] RespA fold batch 7688/16989 (5.18 ex/s) elapsed=24.7m
[Step4][Progress] RespA fold batch 7728/16989 (5.18 ex/s) elapsed=24.9m
[Step4][Progress] RespA fold batch 7768/16989 (5.18 ex/s) elapsed=25.0m
[Step4][Progress] RespA fold batch 7808/16989 (5.18 ex/s) elapsed=25.1m
[Step4][Progress] RespA fold batch 7848/16989 (5.19 ex/s) elapsed=25.2m
[Step4][Progress] RespA fold batch 7888/16989 (5.19 ex/s) elapsed=25.3m
[Step4][Progress] RespA fold batch 7928/16989 (5.19 ex/s) elapsed=25.5m
[Step4][Progress] RespA fold batch 7968/16989 (5.19 ex/s) elapsed=25.6m
[Step4][Progress] RespA fold batch 8008/16989 (5.19 ex/s) elapsed=25.7m
[Step4][Progress] RespA fold batch 8048/16989 (5.19 ex/s) elapsed=25.9m
[Step4][Progress] RespA fold batch 8088/16989 (5.20 ex/s) elapsed=25.9m
[Step4][Progress] RespA fold batch 8128/16989 (5.20 ex/s) elapsed=26.0m
[Step4][Progress] RespA fold batch 8168/16989 (5.20 ex/s) elapsed=26.2m
[Step4][Progress] RespA fold batch 8208/16989 (5.21 ex/s) elapsed=26.3m
[Step4][Progress] RespA fold batch 8248/16989 (5.21 ex/s) elapsed=26.4m
[Step4][Progress] RespA fold batch 8288/16989 (5.20 ex/s) elapsed=26.5m
[Step4][Progress] RespA fold batch 8328/16989 (5.21 ex/s) elapsed=26.7m
[Step4][Progress] RespA fold batch 8368/16989 (5.20 ex/s) elapsed=26.8m
[Step4][Progress] RespA fold batch 8408/16989 (5.20 ex/s) elapsed=26.9m
[Step4][Progress] RespA fold batch 8448/16989 (5.20 ex/s) elapsed=27.1m
[Step4][Progress] RespA fold batch 8488/16989 (5.20 ex/s) elapsed=27.2m
[Step4][Progress] RespA fold batch 8528/16989 (5.20 ex/s) elapsed=27.3m
[Step4][Progress] RespA fold batch 8568/16989 (5.21 ex/s) elapsed=27.4m
[Step4][Progress] RespA fold batch 8608/16989 (5.22 ex/s) elapsed=27.5m
[Step4][Progress] RespA fold batch 8648/16989 (5.21 ex/s) elapsed=27.7m
[Step4][Progress] RespA fold batch 8688/16989 (5.21 ex/s) elapsed=27.8m
[Step4][Progress] RespA fold batch 8728/16989 (5.21 ex/s) elapsed=27.9m
[Step4][Progress] RespA fold batch 8768/16989 (5.22 ex/s) elapsed=28.0m
[Step4][Progress] RespA fold batch 8808/16989 (5.22 ex/s) elapsed=28.1m
[Step4][Progress] RespA fold batch 8848/16989 (5.21 ex/s) elapsed=28.3m
[Step4][Progress] RespA fold batch 8888/16989 (5.20 ex/s) elapsed=28.5m
[Step4][Progress] RespA fold batch 8928/16989 (5.20 ex/s) elapsed=28.6m
[Step4][Progress] RespA fold batch 8968/16989 (5.20 ex/s) elapsed=28.7m
[Step4][Progress] RespA fold batch 9008/16989 (5.20 ex/s) elapsed=28.9m
[Step4][Progress] RespA fold batch 9048/16989 (5.20 ex/s) elapsed=29.0m
[Step4][Progress] RespA fold batch 9088/16989 (5.20 ex/s) elapsed=29.1m
[Step4][Progress] RespA fold batch 9128/16989 (5.20 ex/s) elapsed=29.3m
[Step4][Progress] RespA fold batch 9168/16989 (5.20 ex/s) elapsed=29.4m
[Step4][Progress] RespA fold batch 9208/16989 (5.21 ex/s) elapsed=29.5m
[Step4][Progress] RespA fold batch 9248/16989 (5.21 ex/s) elapsed=29.6m
[Step4][Progress] RespA fold batch 9288/16989 (5.21 ex/s) elapsed=29.7m
[Step4][Progress] RespA fold batch 9328/16989 (5.22 ex/s) elapsed=29.8m
[Step4][Progress] RespA fold batch 9368/16989 (5.22 ex/s) elapsed=29.9m
[Step4][Progress] RespA fold batch 9408/16989 (5.23 ex/s) elapsed=30.0m
[Step4][Progress] RespA fold batch 9448/16989 (5.23 ex/s) elapsed=30.1m
[Step4][Progress] RespA fold batch 9488/16989 (5.23 ex/s) elapsed=30.2m
[Step4][Progress] RespA fold batch 9528/16989 (5.23 ex/s) elapsed=30.3m
[Step4][Progress] RespA fold batch 9568/16989 (5.24 ex/s) elapsed=30.4m
[Step4][Progress] RespA fold batch 9608/16989 (5.25 ex/s) elapsed=30.5m
[Step4][Progress] RespA fold batch 9648/16989 (5.25 ex/s) elapsed=30.6m
[Step4][Progress] RespA fold batch 9688/16989 (5.25 ex/s) elapsed=30.7m
[Step4][Progress] RespA fold batch 9728/16989 (5.25 ex/s) elapsed=30.9m
[Step4][Progress] RespA fold batch 9768/16989 (5.25 ex/s) elapsed=31.0m
[Step4][Progress] RespA fold batch 9808/16989 (5.25 ex/s) elapsed=31.1m
[Step4][Progress] RespA fold batch 9848/16989 (5.25 ex/s) elapsed=31.3m
[Step4][Progress] RespA fold batch 9888/16989 (5.24 ex/s) elapsed=31.4m
[Step4][Progress] RespA fold batch 9928/16989 (5.25 ex/s) elapsed=31.5m
[Step4][Progress] RespA fold batch 9968/16989 (5.25 ex/s) elapsed=31.7m
[Step4][Progress] RespA fold batch 10008/16989 (5.25 ex/s) elapsed=31.8m
[Step4][Progress] RespA fold batch 10048/16989 (5.25 ex/s) elapsed=31.9m
[Step4][Progress] RespA fold batch 10088/16989 (5.24 ex/s) elapsed=32.1m
[Step4][Progress] RespA fold batch 10128/16989 (5.24 ex/s) elapsed=32.2m
[Step4][Progress] RespA fold batch 10168/16989 (5.24 ex/s) elapsed=32.3m
[Step4][Progress] RespA fold batch 10208/16989 (5.25 ex/s) elapsed=32.4m
[Step4][Progress] RespA fold batch 10248/16989 (5.25 ex/s) elapsed=32.5m
[Step4][Progress] RespA fold batch 10288/16989 (5.25 ex/s) elapsed=32.7m
[Step4][Progress] RespA fold batch 10328/16989 (5.24 ex/s) elapsed=32.8m
[Step4][Progress] RespA fold batch 10368/16989 (5.24 ex/s) elapsed=33.0m
[Step4][Progress] RespA fold batch 10408/16989 (5.24 ex/s) elapsed=33.1m
[Step4][Progress] RespA fold batch 10448/16989 (5.24 ex/s) elapsed=33.2m
[Step4][Progress] RespA fold batch 10488/16989 (5.24 ex/s) elapsed=33.4m
[Step4][Progress] RespA fold batch 10528/16989 (5.25 ex/s) elapsed=33.4m
[Step4][Progress] RespA fold batch 10568/16989 (5.24 ex/s) elapsed=33.6m
[Step4][Progress] RespA fold batch 10608/16989 (5.24 ex/s) elapsed=33.7m
[Step4][Progress] RespA fold batch 10648/16989 (5.24 ex/s) elapsed=33.9m
[Step4][Progress] RespA fold batch 10688/16989 (5.24 ex/s) elapsed=34.0m
[Step4][Progress] RespA fold batch 10728/16989 (5.24 ex/s) elapsed=34.1m
[Step4][Progress] RespA fold batch 10768/16989 (5.24 ex/s) elapsed=34.3m
[Step4][Progress] RespA fold batch 10808/16989 (5.23 ex/s) elapsed=34.4m
[Step4][Progress] RespA fold batch 10848/16989 (5.23 ex/s) elapsed=34.5m
[Step4][Progress] RespA fold batch 10888/16989 (5.23 ex/s) elapsed=34.7m
[Step4][Progress] RespA fold batch 10928/16989 (5.23 ex/s) elapsed=34.8m
[Step4][Progress] RespA fold batch 10968/16989 (5.23 ex/s) elapsed=34.9m
[Step4][Progress] RespA fold batch 11008/16989 (5.23 ex/s) elapsed=35.1m
[Step4][Progress] RespA fold batch 11048/16989 (5.23 ex/s) elapsed=35.2m
[Step4][Progress] RespA fold batch 11088/16989 (5.24 ex/s) elapsed=35.3m
[Step4][Progress] RespA fold batch 11128/16989 (5.23 ex/s) elapsed=35.4m
[Step4][Progress] RespA fold batch 11168/16989 (5.24 ex/s) elapsed=35.5m
[Step4][Progress] RespA fold batch 11208/16989 (5.24 ex/s) elapsed=35.6m
[Step4][Progress] RespA fold batch 11248/16989 (5.25 ex/s) elapsed=35.7m
[Step4][Progress] RespA fold batch 11288/16989 (5.24 ex/s) elapsed=35.9m
[Step4][Progress] RespA fold batch 11328/16989 (5.24 ex/s) elapsed=36.0m
[Step4][Progress] RespA fold batch 11368/16989 (5.24 ex/s) elapsed=36.1m
[Step4][Progress] RespA fold batch 11408/16989 (5.24 ex/s) elapsed=36.3m
[Step4][Progress] RespA fold batch 11448/16989 (5.24 ex/s) elapsed=36.4m
[Step4][Progress] RespA fold batch 11488/16989 (5.23 ex/s) elapsed=36.6m
[Step4][Progress] RespA fold batch 11528/16989 (5.23 ex/s) elapsed=36.8m
[Step4][Progress] RespA fold batch 11568/16989 (5.23 ex/s) elapsed=36.8m
[Step4][Progress] RespA fold batch 11608/16989 (5.24 ex/s) elapsed=37.0m
[Step4][Progress] RespA fold batch 11648/16989 (5.24 ex/s) elapsed=37.1m
[Step4][Progress] RespA fold batch 11688/16989 (5.24 ex/s) elapsed=37.1m
[Step4][Progress] RespA fold batch 11728/16989 (5.25 ex/s) elapsed=37.2m
[Step4][Progress] RespA fold batch 11768/16989 (5.25 ex/s) elapsed=37.3m
[Step4][Progress] RespA fold batch 11808/16989 (5.25 ex/s) elapsed=37.5m
[Step4][Progress] RespA fold batch 11848/16989 (5.24 ex/s) elapsed=37.7m
[Step4][Progress] RespA fold batch 11888/16989 (5.25 ex/s) elapsed=37.8m
[Step4][Progress] RespA fold batch 11928/16989 (5.25 ex/s) elapsed=37.9m
[Step4][Progress] RespA fold batch 11968/16989 (5.24 ex/s) elapsed=38.1m
[Step4][Progress] RespA fold batch 12008/16989 (5.24 ex/s) elapsed=38.2m
[Step4][Progress] RespA fold batch 12048/16989 (5.25 ex/s) elapsed=38.3m
[Step4][Progress] RespA fold batch 12088/16989 (5.24 ex/s) elapsed=38.5m
[Step4][Progress] RespA fold batch 12128/16989 (5.23 ex/s) elapsed=38.6m
[Step4][Progress] RespA fold batch 12168/16989 (5.24 ex/s) elapsed=38.7m
[Step4][Progress] RespA fold batch 12208/16989 (5.23 ex/s) elapsed=38.9m
[Step4][Progress] RespA fold batch 12248/16989 (5.23 ex/s) elapsed=39.0m
[Step4][Progress] RespA fold batch 12288/16989 (5.23 ex/s) elapsed=39.2m
[Step4][Progress] RespA fold batch 12328/16989 (5.23 ex/s) elapsed=39.3m
[Step4][Progress] RespA fold batch 12368/16989 (5.23 ex/s) elapsed=39.4m
[Step4][Progress] RespA fold batch 12408/16989 (5.23 ex/s) elapsed=39.5m
