[Step5] Distilling fold 1 using LLaMA-only OOF probs
{'loss': 5.028, 'grad_norm': 20.45863151550293, 'learning_rate': 2.0022796352583586e-05, 'epoch': 1.01}
{'loss': 4.5675, 'grad_norm': 64.22029113769531, 'learning_rate': 7.864741641337386e-06, 'epoch': 1.38}
{'loss': 4.381, 'grad_norm': 45.51614761352539, 'learning_rate': 7.611448834853091e-06, 'epoch': 1.39}
{'loss': 4.9442, 'grad_norm': 71.76078033447266, 'learning_rate': 7.358156028368794e-06, 'epoch': 1.4}
{'loss': 4.0357, 'grad_norm': 17.500667572021484, 'learning_rate': 7.104863221884499e-06, 'epoch': 1.41}
{'loss': 4.6287, 'grad_norm': 19.834238052368164, 'learning_rate': 6.851570415400203e-06, 'epoch': 1.41}
{'loss': 4.0454, 'grad_norm': 68.73432922363281, 'learning_rate': 6.598277608915906e-06, 'epoch': 1.42}
{'loss': 4.2466, 'grad_norm': 33.186771392822266, 'learning_rate': 6.344984802431611e-06, 'epoch': 1.43}
{'loss': 4.8268, 'grad_norm': 43.87108612060547, 'learning_rate': 6.091691995947316e-06, 'epoch': 1.44}
{'loss': 3.9869, 'grad_norm': 42.86275100708008, 'learning_rate': 5.83839918946302e-06, 'epoch': 1.45}
{'loss': 4.6221, 'grad_norm': 21.268177032470703, 'learning_rate': 5.5851063829787235e-06, 'epoch': 1.45}
{'loss': 3.9031, 'grad_norm': 25.512765884399414, 'learning_rate': 5.331813576494428e-06, 'epoch': 1.46}
{'loss': 4.2486, 'grad_norm': 27.26333999633789, 'learning_rate': 5.078520770010132e-06, 'epoch': 1.47}
{'loss': 4.6281, 'grad_norm': 27.392757415771484, 'learning_rate': 4.825227963525836e-06, 'epoch': 1.48}
{'loss': 3.7576, 'grad_norm': 69.01586151123047, 'learning_rate': 4.57193515704154e-06, 'epoch': 1.48}
{'loss': 4.6954, 'grad_norm': 47.18916702270508, 'learning_rate': 4.3186423505572445e-06, 'epoch': 1.49}
{'loss': 3.927, 'grad_norm': 27.512451171875, 'learning_rate': 4.065349544072949e-06, 'epoch': 1.5}
{'loss': 4.2257, 'grad_norm': 18.472009658813477, 'learning_rate': 3.8120567375886527e-06, 'epoch': 1.51}
{'loss': 4.1969, 'grad_norm': 47.91947937011719, 'learning_rate': 3.5587639311043564e-06, 'epoch': 1.52}
{'loss': 3.9192, 'grad_norm': 69.55303955078125, 'learning_rate': 3.305471124620061e-06, 'epoch': 1.52}
{'loss': 4.5702, 'grad_norm': 39.97932434082031, 'learning_rate': 3.052178318135765e-06, 'epoch': 1.53}
{'loss': 4.496, 'grad_norm': 37.522743225097656, 'learning_rate': 2.798885511651469e-06, 'epoch': 1.54}
{'loss': 4.0238, 'grad_norm': 27.690120697021484, 'learning_rate': 2.5455927051671733e-06, 'epoch': 1.55}
{'loss': 4.4703, 'grad_norm': 19.09488868713379, 'learning_rate': 2.2922998986828774e-06, 'epoch': 1.55}
{'loss': 3.5732, 'grad_norm': 31.98784637451172, 'learning_rate': 2.039007092198582e-06, 'epoch': 1.56}
{'loss': 4.6374, 'grad_norm': 30.966949462890625, 'learning_rate': 1.7857142857142857e-06, 'epoch': 1.57}
{'loss': 4.1234, 'grad_norm': 23.324562072753906, 'learning_rate': 1.53242147922999e-06, 'epoch': 1.58}
{'loss': 3.7175, 'grad_norm': 26.32760238647461, 'learning_rate': 1.2791286727456941e-06, 'epoch': 1.58}
{'loss': 4.8264, 'grad_norm': 39.96858215332031, 'learning_rate': 1.0258358662613983e-06, 'epoch': 1.59}
{'loss': 3.6295, 'grad_norm': 42.014373779296875, 'learning_rate': 7.725430597771024e-07, 'epoch': 1.6}
{'loss': 4.7337, 'grad_norm': 29.364688873291016, 'learning_rate': 5.192502532928066e-07, 'epoch': 1.61}
{'loss': 4.2957, 'grad_norm': 41.804176330566406, 'learning_rate': 2.6595744680851066e-07, 'epoch': 1.62}
{'loss': 4.253, 'grad_norm': 60.46019744873047, 'learning_rate': 1.2664640324214793e-08, 'epoch': 1.62}
{'train_runtime': 19039.4595, 'train_samples_per_second': 3.53, 'train_steps_per_second': 0.221, 'train_loss': 1.731116116841634, 'epoch': 1.62}
{'eval': {'eval_loss': 0.3057858347892761, 'eval_log_loss': 1.0004594740733248, 'eval_accuracy': 0.5096760165253316, 'eval_runtime': 1021.6483, 'eval_samples_per_second': 4.502, 'eval_steps_per_second': 4.502, 'epoch': 1.6236527959015996}}
[Step5] Done fold 1 -> model_save/distilled_gemma2-9b_fold_1
