[Step5] Distilling fold 4 using LLaMA-only OOF probs
{'loss': 1.287, 'grad_norm': 10.036688804626465, 'learning_rate': 1.7338591342626558e-05, 'epoch': 0.26}
{'loss': 1.121, 'grad_norm': 21.418155670166016, 'learning_rate': 1.6562729273661042e-06, 'epoch': 0.53}
{'loss': 1.1545, 'grad_norm': 9.904226303100586, 'learning_rate': 1.3811445341159207e-06, 'epoch': 0.54}
{'loss': 1.1015, 'grad_norm': 24.918798446655273, 'learning_rate': 1.1060161408657373e-06, 'epoch': 0.54}
{'loss': 1.3172, 'grad_norm': 24.600261688232422, 'learning_rate': 8.30887747615554e-07, 'epoch': 0.55}
{'loss': 1.2556, 'grad_norm': 28.373254776000977, 'learning_rate': 5.557593543653705e-07, 'epoch': 0.55}
{'loss': 1.2224, 'grad_norm': 15.212663650512695, 'learning_rate': 2.806309611151871e-07, 'epoch': 0.56}
{'loss': 1.2116, 'grad_norm': 23.483915328979492, 'learning_rate': 5.502567865003668e-09, 'epoch': 0.56}
{'train_runtime': 13082.3751, 'train_samples_per_second': 1.773, 'train_steps_per_second': 0.443, 'train_loss': 0.6833356666564941, 'epoch': 0.56}
{'eval': {'eval_loss': 0.30512604117393494, 'eval_log_loss': 1.0044500499506468, 'eval_accuracy': 0.5003261578604045, 'eval_runtime': 1362.4452, 'eval_samples_per_second': 3.376, 'eval_steps_per_second': 0.422, 'epoch': 0.5606166783461808}}
[Step5] Done fold 4 -> model_save/distilled_gemma2-9b_fold_4
