[Step4] SAVE_ROOT=/scratch-shared/tc1proj005/folds FOLDS=[3] MODELS=['llama'] SAVE_LASTTOK=False TOPK=0
[Step4] Loaded data/fold_data/fold_3_train.csv rows=203657 cols=17
[Step4] Loaded data/fold_data/fold_3_val.csv rows=11495 cols=9
[Step4] Loading llama fold 3 from LoRA /scratch-shared/tc1proj005/folds/llama_fold_3_lora + base /scratch-shared/tc1proj005/post_pretrain_llama3-8b_merged
[Step4][Info] Tokenizer source for llama fold 3: /scratch-shared/tc1proj005/folds/llama_fold_3_lora
[Step4][Progress] RespA fold batch 1648/19690 (5.25 ex/s) elapsed=5.2m
[Step4][Progress] RespA fold batch 1688/19690 (5.25 ex/s) elapsed=5.4m
[Step4][Progress] RespA fold batch 1728/19690 (5.21 ex/s) elapsed=5.5m
[Step4][Progress] RespA fold batch 1768/19690 (5.23 ex/s) elapsed=5.6m
[Step4][Progress] RespA fold batch 1808/19690 (5.20 ex/s) elapsed=5.8m
[Step4][Progress] RespA fold batch 1848/19690 (5.22 ex/s) elapsed=5.9m
[Step4][Progress] RespA fold batch 1888/19690 (5.19 ex/s) elapsed=6.1m
[Step4][Progress] RespA fold batch 1928/19690 (5.19 ex/s) elapsed=6.2m
[Step4][Progress] RespA fold batch 1968/19690 (5.19 ex/s) elapsed=6.3m
[Step4][Progress] RespA fold batch 2008/19690 (5.19 ex/s) elapsed=6.4m
[Step4][Progress] RespA fold batch 2048/19690 (5.21 ex/s) elapsed=6.5m
[Step4][Progress] RespA fold batch 2088/19690 (5.21 ex/s) elapsed=6.7m
[Step4][Progress] RespA fold batch 2128/19690 (5.22 ex/s) elapsed=6.8m
[Step4][Progress] RespA fold batch 2168/19690 (5.23 ex/s) elapsed=6.9m
[Step4][Progress] RespA fold batch 2208/19690 (5.24 ex/s) elapsed=7.0m
[Step4][Progress] RespA fold batch 2248/19690 (5.24 ex/s) elapsed=7.1m
[Step4][Progress] RespA fold batch 2288/19690 (5.25 ex/s) elapsed=7.3m
[Step4][Progress] RespA fold batch 2328/19690 (5.24 ex/s) elapsed=7.4m
[Step4][Progress] RespA fold batch 2368/19690 (5.27 ex/s) elapsed=7.5m
[Step4][Progress] RespA fold batch 2408/19690 (5.25 ex/s) elapsed=7.6m
[Step4][Progress] RespA fold batch 2448/19690 (5.25 ex/s) elapsed=7.8m
[Step4][Progress] RespA fold batch 2488/19690 (5.26 ex/s) elapsed=7.9m
[Step4][Progress] RespA fold batch 2528/19690 (5.28 ex/s) elapsed=8.0m
[Step4][Progress] RespA fold batch 2568/19690 (5.27 ex/s) elapsed=8.1m
[Step4][Progress] RespA fold batch 2608/19690 (5.26 ex/s) elapsed=8.3m
[Step4][Progress] RespA fold batch 2648/19690 (5.27 ex/s) elapsed=8.4m
[Step4][Progress] RespA fold batch 2688/19690 (5.29 ex/s) elapsed=8.5m
[Step4][Progress] RespA fold batch 2728/19690 (5.26 ex/s) elapsed=8.6m
[Step4][Progress] RespA fold batch 2768/19690 (5.27 ex/s) elapsed=8.8m
[Step4][Progress] RespA fold batch 2808/19690 (5.28 ex/s) elapsed=8.9m
[Step4][Progress] RespA fold batch 2848/19690 (5.29 ex/s) elapsed=9.0m
[Step4][Progress] RespA fold batch 2888/19690 (5.31 ex/s) elapsed=9.1m
[Step4][Progress] RespA fold batch 2928/19690 (5.34 ex/s) elapsed=9.1m
[Step4][Progress] RespA fold batch 2968/19690 (5.35 ex/s) elapsed=9.2m
[Step4][Progress] RespA fold batch 3008/19690 (5.34 ex/s) elapsed=9.4m
[Step4][Progress] RespA fold batch 3048/19690 (5.34 ex/s) elapsed=9.5m
[Step4][Progress] RespA fold batch 3088/19690 (5.33 ex/s) elapsed=9.7m
[Step4][Progress] RespA fold batch 3128/19690 (5.33 ex/s) elapsed=9.8m
[Step4][Progress] RespA fold batch 3168/19690 (5.32 ex/s) elapsed=9.9m
[Step4][Progress] RespA fold batch 3208/19690 (5.33 ex/s) elapsed=10.0m
[Step4][Progress] RespA fold batch 3248/19690 (5.33 ex/s) elapsed=10.2m
[Step4][Progress] RespA fold batch 3288/19690 (5.32 ex/s) elapsed=10.3m
[Step4][Progress] RespA fold batch 3328/19690 (5.31 ex/s) elapsed=10.5m
[Step4][Progress] RespA fold batch 3368/19690 (5.30 ex/s) elapsed=10.6m
[Step4][Progress] RespA fold batch 3408/19690 (5.29 ex/s) elapsed=10.7m
[Step4][Progress] RespA fold batch 3448/19690 (5.30 ex/s) elapsed=10.9m
[Step4][Progress] RespA fold batch 3488/19690 (5.28 ex/s) elapsed=11.0m
[Step4][Progress] RespA fold batch 3528/19690 (5.29 ex/s) elapsed=11.1m
[Step4][Progress] RespA fold batch 3568/19690 (5.30 ex/s) elapsed=11.2m
[Step4][Progress] RespA fold batch 3608/19690 (5.30 ex/s) elapsed=11.3m
[Step4][Progress] RespA fold batch 3648/19690 (5.31 ex/s) elapsed=11.5m
[Step4][Progress] RespA fold batch 3688/19690 (5.29 ex/s) elapsed=11.6m
[Step4][Progress] RespA fold batch 3728/19690 (5.28 ex/s) elapsed=11.8m
[Step4][Progress] RespA fold batch 3768/19690 (5.29 ex/s) elapsed=11.9m
[Step4][Progress] RespA fold batch 3808/19690 (5.28 ex/s) elapsed=12.0m
[Step4][Progress] RespA fold batch 3848/19690 (5.29 ex/s) elapsed=12.1m
[Step4][Progress] RespA fold batch 3888/19690 (5.30 ex/s) elapsed=12.2m
[Step4][Progress] RespA fold batch 3928/19690 (5.30 ex/s) elapsed=12.3m
[Step4][Progress] RespA fold batch 3968/19690 (5.31 ex/s) elapsed=12.5m
[Step4][Progress] RespA fold batch 4008/19690 (5.30 ex/s) elapsed=12.6m
[Step4][Progress] RespA fold batch 4048/19690 (5.30 ex/s) elapsed=12.7m
[Step4][Progress] RespA fold batch 4088/19690 (5.30 ex/s) elapsed=12.9m
[Step4][Progress] RespA fold batch 4128/19690 (5.30 ex/s) elapsed=13.0m
[Step4][Progress] RespA fold batch 4168/19690 (5.30 ex/s) elapsed=13.1m
[Step4][Progress] RespA fold batch 4208/19690 (5.30 ex/s) elapsed=13.2m
[Step4][Progress] RespA fold batch 4248/19690 (5.31 ex/s) elapsed=13.3m
[Step4][Progress] RespA fold batch 4288/19690 (5.32 ex/s) elapsed=13.4m
[Step4][Progress] RespA fold batch 4328/19690 (5.33 ex/s) elapsed=13.5m
[Step4][Progress] RespA fold batch 4368/19690 (5.32 ex/s) elapsed=13.7m
[Step4][Progress] RespA fold batch 4408/19690 (5.33 ex/s) elapsed=13.8m
[Step4][Progress] RespA fold batch 4448/19690 (5.33 ex/s) elapsed=13.9m
[Step4][Progress] RespA fold batch 4488/19690 (5.32 ex/s) elapsed=14.1m
[Step4][Progress] RespA fold batch 4528/19690 (5.32 ex/s) elapsed=14.2m
[Step4][Progress] RespA fold batch 4568/19690 (5.31 ex/s) elapsed=14.3m
[Step4][Progress] RespA fold batch 4608/19690 (5.32 ex/s) elapsed=14.4m
[Step4][Progress] RespA fold batch 4648/19690 (5.32 ex/s) elapsed=14.6m
[Step4][Progress] RespA fold batch 4688/19690 (5.33 ex/s) elapsed=14.6m
[Step4][Progress] RespA fold batch 4728/19690 (5.33 ex/s) elapsed=14.8m
[Step4][Progress] RespA fold batch 4768/19690 (5.35 ex/s) elapsed=14.9m
[Step4][Progress] RespA fold batch 4808/19690 (5.34 ex/s) elapsed=15.0m
[Step4][Progress] RespA fold batch 4848/19690 (5.35 ex/s) elapsed=15.1m
[Step4][Progress] RespA fold batch 4888/19690 (5.36 ex/s) elapsed=15.2m
[Step4][Progress] RespA fold batch 4928/19690 (5.35 ex/s) elapsed=15.4m
[Step4][Progress] RespA fold batch 4968/19690 (5.34 ex/s) elapsed=15.5m
[Step4][Progress] RespA fold batch 5008/19690 (5.35 ex/s) elapsed=15.6m
[Step4][Progress] RespA fold batch 5048/19690 (5.34 ex/s) elapsed=15.7m
[Step4][Progress] RespA fold batch 5088/19690 (5.34 ex/s) elapsed=15.9m
[Step4][Progress] RespA fold batch 5128/19690 (5.33 ex/s) elapsed=16.0m
[Step4][Progress] RespA fold batch 5168/19690 (5.33 ex/s) elapsed=16.2m
[Step4][Progress] RespA fold batch 5208/19690 (5.34 ex/s) elapsed=16.3m
[Step4][Progress] RespA fold batch 5248/19690 (5.34 ex/s) elapsed=16.4m
[Step4][Progress] RespA fold batch 5288/19690 (5.34 ex/s) elapsed=16.5m
[Step4][Progress] RespA fold batch 5328/19690 (5.34 ex/s) elapsed=16.6m
[Step4][Progress] RespA fold batch 5368/19690 (5.33 ex/s) elapsed=16.8m
[Step4][Progress] RespA fold batch 5408/19690 (5.34 ex/s) elapsed=16.9m
[Step4][Progress] RespA fold batch 5448/19690 (5.35 ex/s) elapsed=17.0m
[Step4][Progress] RespA fold batch 5488/19690 (5.35 ex/s) elapsed=17.1m
[Step4][Progress] RespA fold batch 5528/19690 (5.35 ex/s) elapsed=17.2m
[Step4][Progress] RespA fold batch 5568/19690 (5.34 ex/s) elapsed=17.4m
[Step4][Progress] RespA fold batch 5608/19690 (5.34 ex/s) elapsed=17.5m
[Step4][Progress] RespA fold batch 5648/19690 (5.35 ex/s) elapsed=17.6m
[Step4][Progress] RespA fold batch 5688/19690 (5.35 ex/s) elapsed=17.7m
[Step4][Progress] RespA fold batch 5728/19690 (5.34 ex/s) elapsed=17.9m
[Step4][Progress] RespA fold batch 5768/19690 (5.34 ex/s) elapsed=18.0m
[Step4][Progress] RespA fold batch 5808/19690 (5.33 ex/s) elapsed=18.2m
[Step4][Progress] RespA fold batch 5848/19690 (5.34 ex/s) elapsed=18.2m
[Step4][Progress] RespA fold batch 5888/19690 (5.34 ex/s) elapsed=18.4m
[Step4][Progress] RespA fold batch 5928/19690 (5.34 ex/s) elapsed=18.5m
[Step4][Progress] RespA fold batch 5968/19690 (5.33 ex/s) elapsed=18.7m
[Step4][Progress] RespA fold batch 6008/19690 (5.34 ex/s) elapsed=18.8m
[Step4][Progress] RespA fold batch 6048/19690 (5.33 ex/s) elapsed=18.9m
[Step4][Progress] RespA fold batch 6088/19690 (5.33 ex/s) elapsed=19.0m
[Step4][Progress] RespA fold batch 6128/19690 (5.32 ex/s) elapsed=19.2m
[Step4][Progress] RespA fold batch 6168/19690 (5.32 ex/s) elapsed=19.3m
[Step4][Progress] RespA fold batch 6208/19690 (5.32 ex/s) elapsed=19.4m
[Step4][Progress] RespA fold batch 6248/19690 (5.31 ex/s) elapsed=19.6m
[Step4][Progress] RespA fold batch 6288/19690 (5.30 ex/s) elapsed=19.8m
[Step4][Progress] RespA fold batch 6328/19690 (5.28 ex/s) elapsed=20.0m
[Step4][Progress] RespA fold batch 6368/19690 (5.27 ex/s) elapsed=20.1m
[Step4][Progress] RespA fold batch 6408/19690 (5.28 ex/s) elapsed=20.2m
[Step4][Progress] RespA fold batch 6448/19690 (5.28 ex/s) elapsed=20.4m
[Step4][Progress] RespA fold batch 6488/19690 (5.26 ex/s) elapsed=20.6m
[Step4][Progress] RespA fold batch 6528/19690 (5.27 ex/s) elapsed=20.6m
[Step4][Progress] RespA fold batch 6568/19690 (5.27 ex/s) elapsed=20.8m
[Step4][Progress] RespA fold batch 6608/19690 (5.26 ex/s) elapsed=20.9m
[Step4][Progress] RespA fold batch 6648/19690 (5.27 ex/s) elapsed=21.0m
[Step4][Progress] RespA fold batch 6688/19690 (5.26 ex/s) elapsed=21.2m
[Step4][Progress] RespA fold batch 6728/19690 (5.26 ex/s) elapsed=21.3m
[Step4][Progress] RespA fold batch 6768/19690 (5.26 ex/s) elapsed=21.4m
[Step4][Progress] RespA fold batch 6808/19690 (5.27 ex/s) elapsed=21.5m
[Step4][Progress] RespA fold batch 6848/19690 (5.27 ex/s) elapsed=21.7m
[Step4][Progress] RespA fold batch 6888/19690 (5.27 ex/s) elapsed=21.8m
[Step4][Progress] RespA fold batch 6928/19690 (5.26 ex/s) elapsed=21.9m
[Step4][Progress] RespA fold batch 6968/19690 (5.25 ex/s) elapsed=22.1m
[Step4][Progress] RespA fold batch 7008/19690 (5.24 ex/s) elapsed=22.3m
[Step4][Progress] RespA fold batch 7048/19690 (5.25 ex/s) elapsed=22.4m
[Step4][Progress] RespA fold batch 7088/19690 (5.25 ex/s) elapsed=22.5m
[Step4][Progress] RespA fold batch 7128/19690 (5.26 ex/s) elapsed=22.6m
[Step4][Progress] RespA fold batch 7168/19690 (5.25 ex/s) elapsed=22.7m
[Step4][Progress] RespA fold batch 7208/19690 (5.26 ex/s) elapsed=22.8m
[Step4][Progress] RespA fold batch 7248/19690 (5.27 ex/s) elapsed=22.9m
[Step4][Progress] RespA fold batch 7288/19690 (5.28 ex/s) elapsed=23.0m
[Step4][Progress] RespA fold batch 7328/19690 (5.29 ex/s) elapsed=23.1m
[Step4][Progress] RespA fold batch 7368/19690 (5.29 ex/s) elapsed=23.2m
[Step4][Progress] RespA fold batch 7408/19690 (5.29 ex/s) elapsed=23.4m
[Step4][Progress] RespA fold batch 7448/19690 (5.29 ex/s) elapsed=23.5m
[Step4][Progress] RespA fold batch 7488/19690 (5.29 ex/s) elapsed=23.6m
[Step4][Progress] RespA fold batch 7528/19690 (5.29 ex/s) elapsed=23.7m
[Step4][Progress] RespA fold batch 7568/19690 (5.29 ex/s) elapsed=23.9m
[Step4][Progress] RespA fold batch 7608/19690 (5.29 ex/s) elapsed=24.0m
[Step4][Progress] RespA fold batch 7648/19690 (5.29 ex/s) elapsed=24.1m
[Step4][Progress] RespA fold batch 7688/19690 (5.29 ex/s) elapsed=24.2m
[Step4][Progress] RespA fold batch 7728/19690 (5.28 ex/s) elapsed=24.4m
[Step4][Progress] RespA fold batch 7768/19690 (5.29 ex/s) elapsed=24.5m
[Step4][Progress] RespA fold batch 7808/19690 (5.28 ex/s) elapsed=24.6m
[Step4][Progress] RespA fold batch 7848/19690 (5.29 ex/s) elapsed=24.7m
[Step4][Progress] RespA fold batch 7888/19690 (5.28 ex/s) elapsed=24.9m
[Step4][Progress] RespA fold batch 7928/19690 (5.27 ex/s) elapsed=25.1m
[Step4][Progress] RespA fold batch 7968/19690 (5.27 ex/s) elapsed=25.2m
[Step4][Progress] RespA fold batch 8008/19690 (5.27 ex/s) elapsed=25.3m
[Step4][Progress] RespA fold batch 8048/19690 (5.27 ex/s) elapsed=25.5m
[Step4][Progress] RespA fold batch 8088/19690 (5.27 ex/s) elapsed=25.6m
[Step4][Progress] RespA fold batch 8128/19690 (5.28 ex/s) elapsed=25.7m
[Step4][Progress] RespA fold batch 8168/19690 (5.28 ex/s) elapsed=25.8m
[Step4][Progress] RespA fold batch 8208/19690 (5.28 ex/s) elapsed=25.9m
[Step4][Progress] RespA fold batch 8248/19690 (5.28 ex/s) elapsed=26.0m
[Step4][Progress] RespA fold batch 8288/19690 (5.28 ex/s) elapsed=26.2m
[Step4][Progress] RespA fold batch 8328/19690 (5.28 ex/s) elapsed=26.3m
[Step4][Progress] RespA fold batch 8368/19690 (5.27 ex/s) elapsed=26.4m
[Step4][Progress] RespA fold batch 8408/19690 (5.28 ex/s) elapsed=26.6m
[Step4][Progress] RespA fold batch 8448/19690 (5.28 ex/s) elapsed=26.6m
[Step4][Progress] RespA fold batch 8488/19690 (5.29 ex/s) elapsed=26.7m
[Step4][Progress] RespA fold batch 8528/19690 (5.28 ex/s) elapsed=26.9m
[Step4][Progress] RespA fold batch 8568/19690 (5.28 ex/s) elapsed=27.0m
[Step4][Progress] RespA fold batch 8608/19690 (5.28 ex/s) elapsed=27.2m
[Step4][Progress] RespA fold batch 8648/19690 (5.28 ex/s) elapsed=27.3m
[Step4][Progress] RespA fold batch 8688/19690 (5.27 ex/s) elapsed=27.5m
[Step4][Progress] RespA fold batch 8728/19690 (5.27 ex/s) elapsed=27.6m
[Step4][Progress] RespA fold batch 8768/19690 (5.27 ex/s) elapsed=27.7m
[Step4][Progress] RespA fold batch 8808/19690 (5.27 ex/s) elapsed=27.9m
[Step4][Progress] RespA fold batch 8848/19690 (5.27 ex/s) elapsed=28.0m
[Step4][Progress] RespA fold batch 8888/19690 (5.26 ex/s) elapsed=28.1m
[Step4][Progress] RespA fold batch 8928/19690 (5.25 ex/s) elapsed=28.3m
[Step4][Progress] RespA fold batch 8968/19690 (5.26 ex/s) elapsed=28.4m
[Step4][Progress] RespA fold batch 9008/19690 (5.26 ex/s) elapsed=28.5m
[Step4][Progress] RespA fold batch 9048/19690 (5.27 ex/s) elapsed=28.6m
[Step4][Progress] RespA fold batch 9088/19690 (5.27 ex/s) elapsed=28.7m
[Step4][Progress] RespA fold batch 9128/19690 (5.27 ex/s) elapsed=28.9m
[Step4][Progress] RespA fold batch 9168/19690 (5.26 ex/s) elapsed=29.0m
[Step4][Progress] RespA fold batch 9208/19690 (5.27 ex/s) elapsed=29.1m
[Step4][Progress] RespA fold batch 9248/19690 (5.27 ex/s) elapsed=29.2m
[Step4][Progress] RespA fold batch 9288/19690 (5.27 ex/s) elapsed=29.3m
[Step4][Progress] RespA fold batch 9328/19690 (5.28 ex/s) elapsed=29.5m
[Step4][Progress] RespA fold batch 9368/19690 (5.28 ex/s) elapsed=29.6m
[Step4][Progress] RespA fold batch 9408/19690 (5.28 ex/s) elapsed=29.7m
[Step4][Progress] RespA fold batch 9448/19690 (5.28 ex/s) elapsed=29.8m
[Step4][Progress] RespA fold batch 9488/19690 (5.29 ex/s) elapsed=29.9m
[Step4][Progress] RespA fold batch 9528/19690 (5.29 ex/s) elapsed=30.0m
[Step4][Progress] RespA fold batch 9568/19690 (5.29 ex/s) elapsed=30.1m
[Step4][Progress] RespA fold batch 9608/19690 (5.30 ex/s) elapsed=30.2m
[Step4][Progress] RespA fold batch 9648/19690 (5.30 ex/s) elapsed=30.3m
[Step4][Progress] RespA fold batch 9688/19690 (5.31 ex/s) elapsed=30.4m
[Step4][Progress] RespA fold batch 9728/19690 (5.30 ex/s) elapsed=30.6m
[Step4][Progress] RespA fold batch 9768/19690 (5.30 ex/s) elapsed=30.7m
[Step4][Progress] RespA fold batch 9808/19690 (5.29 ex/s) elapsed=30.9m
[Step4][Progress] RespA fold batch 9848/19690 (5.29 ex/s) elapsed=31.0m
[Step4][Progress] RespA fold batch 9888/19690 (5.29 ex/s) elapsed=31.2m
[Step4][Progress] RespA fold batch 9928/19690 (5.29 ex/s) elapsed=31.3m
[Step4][Progress] RespA fold batch 9968/19690 (5.30 ex/s) elapsed=31.4m
[Step4][Progress] RespA fold batch 10008/19690 (5.30 ex/s) elapsed=31.5m
[Step4][Progress] RespA fold batch 10048/19690 (5.30 ex/s) elapsed=31.6m
[Step4][Progress] RespA fold batch 10088/19690 (5.29 ex/s) elapsed=31.8m
[Step4][Progress] RespA fold batch 10128/19690 (5.29 ex/s) elapsed=31.9m
[Step4][Progress] RespA fold batch 10168/19690 (5.28 ex/s) elapsed=32.1m
[Step4][Progress] RespA fold batch 10208/19690 (5.29 ex/s) elapsed=32.2m
[Step4][Progress] RespA fold batch 10248/19690 (5.29 ex/s) elapsed=32.3m
[Step4][Progress] RespA fold batch 10288/19690 (5.29 ex/s) elapsed=32.4m
[Step4][Progress] RespA fold batch 10328/19690 (5.29 ex/s) elapsed=32.5m
[Step4][Progress] RespA fold batch 10368/19690 (5.29 ex/s) elapsed=32.7m
[Step4][Progress] RespA fold batch 10408/19690 (5.29 ex/s) elapsed=32.8m
[Step4][Progress] RespA fold batch 10448/19690 (5.29 ex/s) elapsed=32.9m
[Step4][Progress] RespA fold batch 10488/19690 (5.29 ex/s) elapsed=33.0m
[Step4][Progress] RespA fold batch 10528/19690 (5.30 ex/s) elapsed=33.1m
[Step4][Progress] RespA fold batch 10568/19690 (5.29 ex/s) elapsed=33.3m
[Step4][Progress] RespA fold batch 10608/19690 (5.29 ex/s) elapsed=33.4m
[Step4][Progress] RespA fold batch 10648/19690 (5.30 ex/s) elapsed=33.5m
[Step4][Progress] RespA fold batch 10688/19690 (5.29 ex/s) elapsed=33.7m
[Step4][Progress] RespA fold batch 10728/19690 (5.30 ex/s) elapsed=33.7m
[Step4][Progress] RespA fold batch 10768/19690 (5.30 ex/s) elapsed=33.9m
[Step4][Progress] RespA fold batch 10808/19690 (5.30 ex/s) elapsed=34.0m
[Step4][Progress] RespA fold batch 10848/19690 (5.30 ex/s) elapsed=34.1m
[Step4][Progress] RespA fold batch 10888/19690 (5.30 ex/s) elapsed=34.3m
[Step4][Progress] RespA fold batch 10928/19690 (5.30 ex/s) elapsed=34.4m
[Step4][Progress] RespA fold batch 10968/19690 (5.30 ex/s) elapsed=34.5m
[Step4][Progress] RespA fold batch 11008/19690 (5.30 ex/s) elapsed=34.6m
[Step4][Progress] RespA fold batch 11048/19690 (5.30 ex/s) elapsed=34.7m
[Step4][Progress] RespA fold batch 11088/19690 (5.30 ex/s) elapsed=34.9m
[Step4][Progress] RespA fold batch 11128/19690 (5.30 ex/s) elapsed=35.0m
[Step4][Progress] RespA fold batch 11168/19690 (5.31 ex/s) elapsed=35.1m
[Step4][Progress] RespA fold batch 11208/19690 (5.31 ex/s) elapsed=35.2m
[Step4][Progress] RespA fold batch 11248/19690 (5.31 ex/s) elapsed=35.3m
[Step4][Progress] RespA fold batch 11288/19690 (5.30 ex/s) elapsed=35.5m
[Step4][Progress] RespA fold batch 11328/19690 (5.30 ex/s) elapsed=35.6m
[Step4][Progress] RespA fold batch 11368/19690 (5.30 ex/s) elapsed=35.7m
[Step4][Progress] RespA fold batch 11408/19690 (5.30 ex/s) elapsed=35.9m
[Step4][Progress] RespA fold batch 11448/19690 (5.30 ex/s) elapsed=36.0m
[Step4][Progress] RespA fold batch 11488/19690 (5.30 ex/s) elapsed=36.1m
[Step4][Progress] RespA fold batch 11528/19690 (5.30 ex/s) elapsed=36.3m
[Step4][Progress] RespA fold batch 11568/19690 (5.30 ex/s) elapsed=36.4m
[Step4][Progress] RespA fold batch 11608/19690 (5.30 ex/s) elapsed=36.5m
[Step4][Progress] RespA fold batch 11648/19690 (5.30 ex/s) elapsed=36.6m
[Step4][Progress] RespA fold batch 11688/19690 (5.30 ex/s) elapsed=36.7m
[Step4][Progress] RespA fold batch 11728/19690 (5.31 ex/s) elapsed=36.8m
[Step4][Progress] RespA fold batch 11768/19690 (5.31 ex/s) elapsed=36.9m
[Step4][Progress] RespA fold batch 11808/19690 (5.31 ex/s) elapsed=37.1m
[Step4][Progress] RespA fold batch 11848/19690 (5.30 ex/s) elapsed=37.2m
[Step4][Progress] RespA fold batch 11888/19690 (5.31 ex/s) elapsed=37.3m
[Step4][Progress] RespA fold batch 11928/19690 (5.31 ex/s) elapsed=37.4m
[Step4][Progress] RespA fold batch 11968/19690 (5.31 ex/s) elapsed=37.6m
[Step4][Progress] RespA fold batch 12008/19690 (5.31 ex/s) elapsed=37.7m
[Step4][Progress] RespA fold batch 12048/19690 (5.31 ex/s) elapsed=37.8m
[Step4][Progress] RespA fold batch 12088/19690 (5.32 ex/s) elapsed=37.9m
[Step4][Progress] RespA fold batch 12128/19690 (5.32 ex/s) elapsed=38.0m
[Step4][Progress] RespA fold batch 12168/19690 (5.32 ex/s) elapsed=38.1m
[Step4][Progress] RespA fold batch 12208/19690 (5.32 ex/s) elapsed=38.3m
[Step4][Progress] RespA fold batch 12248/19690 (5.32 ex/s) elapsed=38.4m
[Step4][Progress] RespA fold batch 12288/19690 (5.32 ex/s) elapsed=38.5m
[Step4][Progress] RespA fold batch 12328/19690 (5.33 ex/s) elapsed=38.6m
[Step4][Progress] RespA fold batch 12368/19690 (5.33 ex/s) elapsed=38.7m
[Step4][Progress] RespA fold batch 12408/19690 (5.33 ex/s) elapsed=38.8m
